uniqueID,lat,long,XFT database,Group,Family,Genus,Species,class_gbif,order_gbif,family_gbif,binomial_gnr,genus_gnr,species_gnr,subsp/var/f/hybrid/mutant,subsp. Name,Plant organ,Developmental stage,Growth form,N / G,"Mega-, meso-, micro-, 4",Height max (m),Height actual (m),DBH (cm),Year,Month(s),Day,Hemisphere,P50,P50 number of samples,P50 SD,P50 SE,P12,P88,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),"Ks SE (standard error, kg m-1 MPa-1 s-1)",KL (kg m-1 MPa-1 s-1),"KL SE (standard error, kg m-1 MPa-1 s-1)",psi-min predawn (MPa),SE psi-min predawn (MPa),psi- min midday (MPa),SE psi-min midday (MPa),Huber value (m2 m-2),Leaf to sapwood area ratio (m2 m-2),Sapwood capacitance (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Vessel length method,Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vessel grouping index,Ac (intervessel contact fraction),Intervessel pit membrane surface area (µm2),Interconduit pit diameter (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (um),Torus overlap,Vestured pits,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,MOR (MPa),EI (N m2),MOE (MPa),t (interconduit cell wall thickness; um),(t/b)2,d (g/cm3),SLA (cm2 g-1),LMA (g m-2),Leaf size (cm2),K_leaf_max,Total stomata density,Stomatal index,Gs (mol m-2 s-1),Gsmin (mol m-2 s-1),Gcut (mol m-2 s-1),Phenology,Amax (micromol/m2/s),d13C,TLP (MPa),Location,Country,Altitude (m),Altitude provenance (m),Soil density (kg/m?),Sand (%),Clay (%),Silt (%) (= 100% - % clay - % sand),Short reference (authors year),Reference - DOI number,Contributor I name,Contributor II name = ROW DOUBLE-CHECKED,Notes
1539,-34.41,118.8206667,2013-2020 period,gymnosperm,Cupressaceae,Callitris,tuberculata,Pinopsida,Pinales,Cupressaceae,Callitris tuberculata,Callitris,tuberculata,,,S,A,T,N,,,,,,,,,-18.82,,,,,,S,,CE,0.392,0.035,,,,,,,,,,,,,,9.04,11.27,3250,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,0.72,,,,,,,,,,E,,,,Western Australia,Australia,305,,,,,,Larter et al. 2017,10.1111/nph.14545,JC Domec,William Hammond,
1540,-35.48466667,140.4816667,2013-2020 period,gymnosperm,Cupressaceae,Callitris,verrucosa,Pinopsida,Pinales,Cupressaceae,Callitris verrucosa,Callitris,verrucosa,,,S,A,T,N,,,,,,,,,-11.82,,,,,,S,,CE,0.521,0.082,,,,,,,,,,,,,,9.87,12.45,3048,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,0.62,,,,,,,,,,E,,,,South Australia,Australia,71,,,,,,Larter et al. 2017,10.1111/nph.14545,JC Domec,William Hammond,
1541,-23.79766667,167.5046667,2013-2020 period,gymnosperm,Cupressaceae,Neocallitropsis,pancheri,Pinopsida,Pinales,Cupressaceae,Neocallitropsis pancheri,Neocallitropsis,pancheri,,,S,A,T,N,,,,,,,,,-4.14,,,,,,S,,CE,0.74,0.036,,,,,,,,,,,,,,13.16,18.92,1568,,,,,,,,,,,,,vesselless,vesselless,tracheids,no,,,,,,0.74,,,,,,,,,,E,,,,New Caledonia,France,244,,,,,,Larter et al. 2017,10.1111/nph.14545,JC Domec,William Hammond,
1542,,,2013-2020 period,angiosperm,Fabaceae,Prosopis,chilensis,Magnoliopsida,Fabales,Fabaceae,Prosopis chilensis,Prosopis,chilensis,,,S,Se,T,E,,,,,,,,,-2.7,16,,,,,,L,DH,1.7662,,,,,,,,,,,,,,,21,,116,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,D,,,-2,Southern area of Arid Chaco region,Argentina,,,,,,,Lauenstein et al. 2013,10.1007/s00468-012-0798-0,Mocko,Klaus Mehltreter,"plants without water stress, green cells modified by Data Contributor II"
1543,,,2013-2020 period,angiosperm,Fabaceae,Prosopis,flexuosa,Magnoliopsida,Fabales,Fabaceae,Prosopis flexuosa,Prosopis,flexuosa,,,S,Se,T,E,,,,,,,,,-3.7,16,,,,,,L,DH,0.6839,,,,,,,,,,,,,,,19.5,,86,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,D,,,-2.75,Southern area of Arid Chaco region,Argentina,,,,,,,Lauenstein et al. 2013,10.1007/s00468-012-0798-0,Mocko,Klaus Mehltreter,"plants without water stress, green cells modified by Data Contributor II"
1544,,,2013-2020 period,angiosperm,Fabaceae,Prosopis,chilensis x flexuosa,Magnoliopsida,Fabales,Fabaceae,Prosopis flexuosa,Prosopis,flexuosa,hybrid,,S,Se,T,E,,,,,,,,,-3.7,16,,,,,,L,DH,0.7316,,,,,,,,,,,,,,,22.4,,89,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,D,,,-1.85,Southern area of Arid Chaco region,Argentina,,,,,,,Lauenstein et al. 2013,10.1007/s00468-012-0798-0,Mocko,Klaus Mehltreter,"plants without water stress, green cells modified by Data Contributor II"
1609,36.71666667,-4.966666667,2013-2020 period,gymnosperm,Pinaceae,Abies,pinsapo,Pinopsida,Pinales,Pinaceae,Abies pinsapo,Abies,pinsapo,,,S,A,T,N,,,,,,,,,-6.94,7,,0.7,-3.83,-10.05,S,PW,AS,0.33,0.09,0.000116,0.000026,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.002,,,3.7,,,Sierra de las Nieves National Park,Spain,1196,,,,,,Lechuga et al. 2019,10.3390/f10121132,Mocko,Maurizio Mencuccini,units as given in the paper were wrong by a factor m3. Checked with the authors. Numbers are now correct and in the right units
1610,36.71666667,-4.966666667,2013-2020 period,gymnosperm,Pinaceae,Abies,pinsapo,Pinopsida,Pinales,Pinaceae,Abies pinsapo,Abies,pinsapo,,,S,A,T,E,,,,,,,,,-6.55,7,,0.11,-3.82,-9.29,S,PW,AS,0.32,0.05,0.000091,0.000016,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.01,,,4.8,,,Sierra de las Nieves National Park,Spain,1196,,,,,,Lechuga et al. 2019,10.3390/f10121132,Mocko,Maurizio Mencuccini,units as given in the paper were wrong by a factor m3. Checked with the authors. Numbers are now correct and in the right units
1611,36.68333333,-5.016666667,2013-2020 period,gymnosperm,Pinaceae,Abies,pinsapo,Pinopsida,Pinales,Pinaceae,Abies pinsapo,Abies,pinsapo,,,S,A,T,N,,,,,,,,,-5.73,4,,0.72,-3.59,-7.89,S,PW,AS,0.19,0.08,0.000068,0.000028,,,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.002,,,4.4,,,Sierra de las Nieves National Park,Spain,1734,,,,,,Lechuga et al. 2019,10.3390/f10121132,Mocko,Maurizio Mencuccini,units as given in the paper were wrong by a factor m3. Checked with the authors. Numbers are now correct and in the right units
1612,,,2013-2020 period,angiosperm,Brassicaceae,Arabidopsis,thaliana,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis thaliana,Arabidopsis,thaliana,,,S,A,F,E,4,0.4,,,,,,,-2.64,18,,,-1.8,-3.2,S,,CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,diffuse-porous,simple,libriform fibers,no,,,,,,,,,,,,,,,,,,,,"growth chamber experiment, Clermont-Ferrand",,,,,,,,Lens et al. 2013,10.1016/j.pbi.2013.02.005,Frederic Lens,Lucian Kaack,"Columbia ecotype, VC was reconstructed with centrifuge in combination with XYL'EM device"
1613,,,2013-2020 period,angiosperm,Brassicaceae,Arabidopsis,thaliana,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis thaliana,Arabidopsis,thaliana,,,S,A,F,E,4,0.6,,,,,,,-3.54,20,,,-2.6,-4.6,S,,CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,diffuse-porous,simple,libriform fibers,no,,,,,,,,,,,,,,,,,,,,"growth chamber experiment, Clermont-Ferrand",,,,,,,,Lens et al. 2013,10.1016/j.pbi.2013.02.005,Frederic Lens,Lucian Kaack,"soc1 ful knockout mutant in Columbia background, VC was reconstructed with centrifuge in combination with XYL'EM device"
1614,45.71667,3,2013-2020 period,angiosperm,Poaceae,Alopecurus,pratensis,Liliopsida,Poales,Poaceae,Alopecurus pratensis,Alopecurus,pratensis,,,S,A,G,N,4,1.1,,,,,,,-3.3,20,1.370569,,0.580139,-7.39034,S,PW,CE,,,,,,,,,,,,,,,,,21.11371,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1615,45.71667,3,2013-2020 period,angiosperm,Poaceae,Anthoxanthum,odoratum,Liliopsida,Poales,Poaceae,Anthoxanthum odoratum,Anthoxanthum,odoratum,,,S,A,G,N,4,0.4,,,,,,,-4.4,20,1.077623,,-2.08873,-6.71007,S,PW,CE,,,,,,,,,,,,,,,,,28.69275,,,,,,,,163,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland, pit membrane thickness based on frozen material"
1616,45.71667,3,2013-2020 period,angiosperm,Poaceae,Arrhenaterum,elatius,Liliopsida,Poales,Poaceae,Arrhenatherum elatius,Arrhenatherum,elatius,,,S,A,G,N,4,1.5,,,,,,,-3.8,20,0.634687,,-1.4057,-6.3509,S,PW,CE,,,,,,,,,,,,,,,,,31.64401,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1617,45.71667,3.066667,2013-2020 period,angiosperm,Poaceae,Brachypodium,pinnatum,Liliopsida,Poales,Poaceae,Brachypodium pinnatum,Brachypodium,pinnatum,,,S,A,G,N,4,1.2,,,,,,,-6.2,20,0.849084,,-3.89486,-8.46394,S,PW,CE,,,,,,,,,,,,,,,,,25.53983,,,,,,,,248,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, Montrognon, Ceyrat",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland, pit membrane thickness based on frozen material"
1618,45.71667,3,2013-2020 period,angiosperm,Poaceae,Dactylis,glomerata,Liliopsida,Poales,Poaceae,Dactylis glomerata,Dactylis,glomerata,,,S,A,G,N,4,1.5,,,,,,,-4.1,20,1.575022,,-0.55264,-7.55476,S,PW,CE,,,,,,,,,,,,,,,,,22.11216,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1619,45.76667,3.216667,2013-2020 period,angiosperm,Poaceae,Echinochloa,crus-galli,Liliopsida,Poales,Poaceae,Echinochloa crus-galli,Echinochloa,crus-galli,,,S,A,G,N,4,1.5,,,,,,,-1,20,0.022618,,,,S,PW,CE,,,,,,,,,,,,,,,,,45.75216,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Artie?re river border, Clermont- Ferrand",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1620,45.75,3.1,2013-2020 period,angiosperm,Poaceae,Elymus,campestris,Liliopsida,Poales,Poaceae,Elymus campestris,Elymus,campestris,,,S,A,G,N,4,,,,,,,,-5.3,20,1.254629,,-2.22468,-8.44432,S,PW,CE,,,,,,,,,,,,,,,,,36.38395,,,,,,,,248,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Campus INRA , Clermont-Ferrand",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland, pit membrane thickness based on frozen material"
1621,45.71667,3,2013-2020 period,angiosperm,Poaceae,Elytrigia,repens,Liliopsida,Poales,Poaceae,Elytrigia repens,Elytrigia,repens,,,S,A,G,N,4,0.6,,,,,,,-3.4,20,0.539381,,-1.41979,-5.46321,S,PW,CE,,,,,,,,,,,,,,,,,21.60269,,,,,,,,313,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland, pit membrane thickness based on frozen material"
1622,45.71667,3,2013-2020 period,angiosperm,Poaceae,Festuca,arundinacea,Liliopsida,Poales,Poaceae,Festuca arundinacea,Festuca,arundinacea,,,S,A,G,N,4,1.2,,,,,,,-3.9,20,0.72113,,-1.65856,-6.22324,S,PW,CE,,,,,,,,,,,,,,,,,23.58752,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1623,45.76667,3.216667,2013-2020 period,angiosperm,Poaceae,Glyceria,fluitans,Liliopsida,Poales,Poaceae,Glyceria fluitans,Glyceria,fluitans,,,S,A,G,N,4,0.5,,,,,,,-0.7,20,0.2772,,-0.35824,-1.10116,S,PW,CE,,,,,,,,,,,,,,,,,24.80694,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Artie?re river border, Clermont- Ferrand",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1624,45.71667,3,2013-2020 period,angiosperm,Poaceae,Lolium,perenne,Liliopsida,Poales,Poaceae,Lolium perenne,Lolium,perenne,,,S,A,G,N,4,0.9,,,,,,,-4.6,20,0.842139,,-1.98667,-7.30073,S,PW,CE,,,,,,,,,,,,,,,,,20.93317,,,,,,,,132,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland, pit membrane thickness based on frozen material"
1625,45.75,3.1,2013-2020 period,angiosperm,Poaceae,Melica,cilitata,Liliopsida,Poales,Poaceae,Melica ciliata,Melica,ciliata,,,S,A,G,N,4,0.7,,,,,,,-5.5,20,0.868089,,-3.71202,-7.38198,S,PW,CE,,,,,,,,,,,,,,,,,28.51504,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Campus INRA, Clermont-Ferrand",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1626,45.76667,3.216667,2013-2020 period,angiosperm,Poaceae,Phalaris,arundinacea,Liliopsida,Poales,Poaceae,Phalaris arundinacea,Phalaris,arundinacea,,,S,A,G,N,4,1.7,,,,,,,-0.5,20,0.415958,,1.235592,-2.34019,S,PW,CE,,,,,,,,,,,,,,,,,29.47687,,,,,,,,244,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Artie?re river border, Clermont- Ferrand",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland, pit membrane thickness based on frozen material"
1627,45.71667,3,2013-2020 period,angiosperm,Poaceae,Phleum,pratense,Liliopsida,Poales,Poaceae,Phleum pratense,Phleum,pratense,,,S,A,G,N,4,1.5,,,,,,,-4.2,20,1.298778,,-1.36612,-7.18888,S,PW,CE,,,,,,,,,,,,,,,,,17.44424,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"French Massif Central, St Gene?s Champanelle",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1628,45.76667,3.216667,2013-2020 period,angiosperm,Poaceae,Phragmites,australis,Liliopsida,Poales,Poaceae,Phragmites australis,Phragmites,australis,,,S,A,G,N,4,4,,,,,,,-0.6,20,0.041441,,,,S,PW,CE,,,,,,,,,,,,,,,,,37.19139,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Artie?re river border, Clermont- Ferrand",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1629,43.93333,3.15,2013-2020 period,angiosperm,Poaceae,Stipa,pennata,Liliopsida,Poales,Poaceae,Stipa pennata,Stipa,pennata,,,S,A,G,N,4,0.8,,,,,,,-7.5,20,4.013116,,,,S,PW,CE,,,,,,,,,,,,,,,,,19.37328,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Larzac Causse in Mediterranean area, Brouzes du larzac",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,"VC was reconstructed with centrifuge in combination with XYL'EM device, species growing in grassland"
1630,44.93333,-0.03333333,2013-2020 period,angiosperm,Gentianaceae,Blackstonia,perfoliata,Magnoliopsida,Gentianales,Gentianaceae,Blackstonia perfoliata,Blackstonia,perfoliata,,,S,A,F,N,4,0.5,,,,,,,-4.3,10,0.421325,,-1.98124,-6.70025,O,PW,CA,3.02E-05,6.48E-06,,,,,,,,,,,,,,,,,,,,,,,304,,,vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Edge of vineyard, Monbadon",France,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,
1631,28.53333,-16.28333,2013-2020 period,angiosperm,Gentianaceae,Ixanthus,viscosus,Magnoliopsida,Gentianales,Gentianaceae,Ixanthus viscosus,Ixanthus,viscosus,,,S,A,S,N,4,2.2,,,,,,,-4.5,11,0.549892,,-1.91324,-7.06088,O,PW,CA,0.000117919,3.99E-05,,,,,,,,,,,,,,,,,,,,,,,312,,,vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Mirador del Escobon, near El Batan, Tenerife",Spain,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,
1632,46.55,6.233333,2013-2020 period,angiosperm,Poaceae,Agrostis,capillaris,Liliopsida,Poales,Poaceae,Agrostis sp.,Agrostis,sp.,,,S,A,G,N,4,1.2,,,,,,,-4.5,3,0.816383,,-2.28456,-6.71721,S,PW,CA,2.89E-05,1.74E-05,,,-0.32,,-2.31,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Combe des Amburnex",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1633,46.55,6.233333,2013-2020 period,angiosperm,Poaceae,Alchemilla,vulgaris,Magnoliopsida,Rosales,Rosaceae,Alchemilla vulgaris,Alchemilla,vulgaris,,,S,A,G,N,4,0.35,,,,,,,-2.12,4,0.057234,,-1.28521,-2.95287,S,PW,CA,4.56E-05,2.78E-05,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Combe des Amburnex",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1634,46.51667,6.25,2013-2020 period,angiosperm,Poaceae,Dactylis,glomerata,Liliopsida,Poales,Poaceae,Dactylis glomerata,Dactylis,glomerata,,,S,A,G,N,4,1.5,,,,,,,-3.49,9,0.551874,,-1.10537,-5.87105,S,PW,CA,3.32E-05,1.34E-05,,,-0.51,,-2.06,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Saint-George",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1635,46.55,6.233333,2013-2020 period,angiosperm,Poaceae,Festuca,rubra,Liliopsida,Poales,Poaceae,Festuca rubra,Festuca,rubra,,,S,A,G,N,4,0.2,,,,,,,-6.67,2,0.141351,,-2.90576,-10.4302,S,PW,CA,1.34E-05,2.16E-07,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Combe des Amburnex",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1636,46.51667,6.25,2013-2020 period,angiosperm,Poaceae,Lolium,perenne,Liliopsida,Poales,Poaceae,Lolium perenne,Lolium,perenne,,,S,A,G,N,4,0.9,,,,,,,-3.21,7,0.595711,,-0.91831,-5.50977,S,PW,CA,1.83E-05,1.15E-05,,,-0.61,,-1.81,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Saint-George",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1637,46,6.15,2013-2020 period,angiosperm,Poaceae,Phleum,pratense,Liliopsida,Poales,Poaceae,Phleum pratense,Phleum,pratense,,,S,A,G,N,4,1.5,,,,,,,-3.84,6,0.486499,,-1.92512,-5.75258,S,PW,CA,4.74E-05,2.15E-05,,,-0.23,,-1.9,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Plateau, Che?serex",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1638,46.51667,6.25,2013-2020 period,angiosperm,Poaceae,Poa,pratensis,Liliopsida,Poales,Poaceae,Poa pratensis,Poa,pratensis,,,S,A,G,N,4,0.7,,,,,,,-3.65,4,0.399642,,-2.03665,-5.2612,S,PW,CA,3.35E-05,2.17E-05,,,-0.56,,-2.06,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Saint-George",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1639,46.55,6.233333,2013-2020 period,angiosperm,Ranunculaceae,Ranunculus,acris,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus acris,Ranunculus,acris,,,S,A,F,N,4,0.7,,,,,,,-1.61,4,0.09749,,-1.16304,-2.06454,S,PW,CA,1.78E-05,6.06E-06,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Combe des Amburnex",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1640,46.51667,6.25,2013-2020 period,angiosperm,Asteraceae,Taraxacum,officinale,Magnoliopsida,Asterales,Asteraceae,Taraxacum officinale,Taraxacum,officinale,,,S,A,F,N,4,0.5,,,,,,,-1.78,4,0.119041,,-1.20531,-2.35002,S,PW,CA,1.79E-05,4.01E-06,,,,,,,,,,,,,,,,,,,,,,,,,,non-vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Saint-George",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1641,46.51667,6.25,2013-2020 period,angiosperm,Fabaceae,Trifolium,repens,Magnoliopsida,Fabales,Fabaceae,Trifolium repens,Trifolium,repens,,,S,A,F,N,4,0.2,,,,,,,-2.32,9,0.267111,,-1.25895,-3.37325,S,PW,CA,2.33E-05,1.11E-05,,,,,,,,,,,,,,,,,,,,,,,,,,vestured,,,,simple,,no,,,,,,,,,,,,,,,,,,,,"Swiss Jura Mountains, Saint-George",Switzerland,,,,,,,Lens et al. 2016,10.1104/pp.16.00829,Frederic Lens,Dan Johnson,species growing in Swiss grassland
1642,48.4194,9.966599722,2013-2020 period,angiosperm,Betulaceae,Corylus,avellana,Magnoliopsida,Fagales,Betulaceae,Corylus avellana,Corylus,avellana,,,S,A,T,N,,,,,2014/2015,May,,N,-2,6,0.24,,-1.68,-2.24,S,W,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diffuse-porous,scalariform,,,,,,,,,,,,,,,,,,W,,,,Ulm,Germany,,,,,,,Li & Jansen 2017,10.1163/22941932-20170157,Xinyi Guan,Andrea Ganthaler,
1643,48.41667,9.95,2013-2020 period,angiosperm,Betulaceae,Alnus,cordata,Magnoliopsida,Fagales,Betulaceae,Alnus cordata,Alnus,cordata,,,S,A,T,N,1,25,,,,,,,-1.72,6,0.05726,,-1.47692,-1.97065,,PW,CA,2.01E-05,4.59E-06,,,,,,,,,,,,,,,,,,,,,,,215,,,non-vestured,,,,,,,,,,2.7656,,,,,,,,,,,,,,,,Ulm,Germany,,,,,,,Li et al. 2016a,10.1163/22941932-20160128,Frederic Lens,Lucian Kaack,"the actual data is not available online, please ask the authors"
1644,48.41667,9.95,2013-2020 period,angiosperm,Betulaceae,Alnus,glutinosa,Magnoliopsida,Fagales,Betulaceae,Alnus glutinosa,Alnus,glutinosa,,,S,A,T,N,1,37,,,,,,,-1.48,5,0.051463,,-1.34506,-1.6182,,PW,CA,4.79E-05,2.53E-05,,,,,,,,,,,,,,,,,,,,,,,149,,,non-vestured,,,,,,,,,,2.2088,,,,,,,,,,,,,,,,Ulm,Germany,,,,,,,Li et al. 2016a,10.1163/22941932-20160128,Frederic Lens,Lucian Kaack,"the actual data is not available online, please ask the authors"
1645,48.36667,10.05,2013-2020 period,angiosperm,Betulaceae,Alnus,incana,Magnoliopsida,Fagales,Betulaceae,Alnus incana,Alnus,incana,,,S,A,T,N,2,17,,,,,,,-1.3,6,0.040146,,-1.14736,-1.4486,,PW,CA,3.89E-05,4.71E-06,,,,,,,,,,,,,,,,,,,,,,,180,,,non-vestured,,,,,,,,,,2.582381,,,,,,,,,,,,,,,,Neu-Ulm,Germany,,,,,,,Li et al. 2016a,10.1163/22941932-20160128,Frederic Lens,Lucian Kaack,"the actual data is not available online, please ask the authors"
